timestamp,roll,pitch,yaw,latitude,longitude,altitude,velocity,temperature,pressure
2025-10-11 14:20:43,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:44,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:45,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:46,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:47,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:48,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:49,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:50,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:51,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:52,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:57,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:58,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:20:59,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:00,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:01,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:02,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:03,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:04,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:05,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:11,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:12,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:13,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:14,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:15,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:16,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:17,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:18,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:19,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:20,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:24,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:25,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:26,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:27,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:28,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:29,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:30,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:31,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:32,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:37,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:38,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:39,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:40,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:41,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:42,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:43,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:44,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:45,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:46,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:47,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:52,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:53,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:54,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:55,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:56,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:57,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:58,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:21:59,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:05,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:06,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:07,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:08,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:09,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:10,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:11,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:12,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:22:13,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:23,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:24,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:25,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:26,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:27,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:28,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:29,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:30,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:31,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:32,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:33,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:34,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:35,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:36,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:37,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:38,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:39,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:40,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:41,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:42,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:43,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:44,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:45,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:46,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:47,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:48,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:49,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:50,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:51,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:52,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:53,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:54,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:55,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:56,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:57,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:58,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:26:59,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:00,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:01,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:02,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:03,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:04,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:05,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:06,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:07,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:08,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:09,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:10,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:11,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:12,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:13,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:14,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:15,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:16,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:17,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:18,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:19,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:20,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:21,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:22,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:23,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:24,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:25,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:26,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:27,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:28,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:29,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:30,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:31,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:32,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:33,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:34,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:35,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:36,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:37,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:38,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:39,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:40,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:41,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:42,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:43,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:44,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:45,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:46,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:47,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:48,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:49,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:50,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:51,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:52,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:53,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:54,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:55,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:56,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:57,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:58,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:27:59,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:00,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:01,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:02,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:03,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:04,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:05,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:06,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:07,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:08,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:09,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:10,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:11,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:12,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:13,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:14,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:15,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:16,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:17,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:18,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:19,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:20,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:21,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:22,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:23,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:24,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:25,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:26,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:27,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:28,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:29,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:30,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:31,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:32,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:33,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:34,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:35,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:36,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:37,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:38,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:39,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:40,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:41,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:42,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:43,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:44,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:45,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:46,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:47,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:48,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:49,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:50,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:51,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:52,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:53,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:54,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:55,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:56,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:57,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:58,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:28:59,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:00,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:01,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:02,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:03,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:04,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:05,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:06,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:07,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:08,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:09,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:10,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:11,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:12,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:13,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:14,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:15,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:16,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:17,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:18,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:19,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:20,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:21,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:22,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:23,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:24,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:25,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:26,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:27,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:28,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:29,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:30,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:31,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:32,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:33,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:34,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:35,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:36,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:37,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:38,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:39,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:40,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:41,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:42,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:43,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:44,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:45,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:46,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:47,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:48,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:49,0,0,0,0,0,0,0.0,0,0
2025-10-11 14:29:50,0,0,0,0,0,0,0.0,0,0
